Respondent_ID,True_Segment,Employment_Status,Industry_Sector,Org_Level,Work_Experience_Years,Org_Size,Age_Band,Gender,Prior_AI_Experience,Change_Frequency,AI_Strategy_Communicated,Training_Received,AI_Usage_Hours_Monthly,SEMDIFF_Trust,SEMDIFF_Empower,SEMDIFF_Intuitive,Rank_Training,Rank_Leadership,Rank_Evidence,Rank_JobSecurity,Rank_Peer,Scenario_Response,Barrier_Category,LEAD_1,LEAD_2,LEAD_3,MGMT_1,MGMT_2,CULT_1,CULT_2,CULT_3,PSAFE_1,PSAFE_2,CFAT_1,CFAT_2,RES_1,RES_2,RES_3,COMM_1,COMM_2,TRAIN_1,TRAIN_2,TRAIN_3,LIT_1,LIT_2,LIT_3,DLIT_1,DLIT_2,TRUST_1,TRUST_2,TRUST_3,ANX_1,ANX_2,PU_1,PU_2,PU_3,PEOU_1,PEOU_2,JSEC_1,JSEC_2,COLLAB_1,COLLAB_2,INFRA_1,INFRA_2,ENG_1,ENG_2,DCONF_1,DCONF_2,INTENT_1,INTENT_2,Leadership_Readiness_Score,Training_Quality_Score,AI_Trust_Score,Resistance_Score,Change_Fatigue_Score,Digital_Confidence_Score,Behavioural_Adoption_Intent_Score,AI_Readiness_Index,Digital_Maturity_Index,AI_Transformation_Readiness_Score,AI_Adopter_Flag,Contradictory_Response_Flag
950,Cautious Pragmatist,Full-time employed,Insurance,C-Suite / Executive,11 to 15 years,"More than 10,000",25 to 34,Male,"Yes, frequently",Constantly (more than 6 times),"No, but it is rumoured / informally discussed",Informal / self-directed learning only,3.6,3,3.0,3.0,2,3,1,5.0,4.0,Ask a colleague for help before trying it,Lack of time,3,4,4,3.0,4.0,3,3,2,4.0,4.0,3.0,3.0,2,2,2,3,3,2,1,3,3.0,3.0,3,3.0,3.0,2,3,3,2,2,2,3,3,2,3,3.0,3.0,2.0,,3.0,3.0,3,3,3,4,4,3,60.71,18.25,41.67,35.0,50.0,56.25,51.96,47.5,52.95,43.68,0,0
951,Cautious Pragmatist,Currently a student with prior work experience,Banking & Financial Services,Individual Contributor,11 to 15 years,"1,001 to 10,000",35 to 44,Male,"Yes, occasionally",Rarely (once),"Yes, but only in general terms",No training received,5.2,3,4.0,3.0,1,4,2,5.0,3.0,Ask a colleague for help before trying it,Lack of training,3,4,3,4.0,3.0,4,2,3,2.0,3.0,1.0,2.0,3,3,3,3,4,3,1,1,2.0,4.0,3,3.0,3.0,3,3,4,2,2,3,2,4,4,4,3.0,3.0,4.0,3.0,3.0,2.0,3,3,4,4,2,3,60.71,9.92,58.33,50.0,12.5,62.5,60.23,62.5,55.52,41.6,0,0
952,Transformation Leader,Full-time employed,Other,Senior Manager / Director,6 to 10 years,"1,001 to 10,000",,Female,"Yes, occasionally",Never,"No, but it is rumoured / informally discussed","Yes, a one-time session or workshop",6.0,4,4.0,4.0,4,1,2,5.0,3.0,Wait for formal instructions before using it,Lack of leadership support,5,4,4,5.0,4.0,5,5,4,4.0,4.0,,2.0,1,1,1,4,4,3,2,3,3.0,4.0,4,2.0,3.0,4,4,5,2,1,4,3,4,4,4,1.0,1.0,4.0,2.0,5.0,,4,4,3,3,4,4,82.14,36.04,83.33,0.0,12.5,43.75,87.1,77.5,59.77,100.0,1,0
953,Transformation Leader,Full-time employed,Banking & Financial Services,Team Lead / Supervisor,2 to 5 years,50 to 200,35 to 44,Male,"No, never",Never,"No, but it is rumoured / informally discussed",Informal / self-directed learning only,6.7,4,3.0,4.0,2,3,1,5.0,4.0,Ask a colleague for help before trying it,Lack of time,3,4,4,4.0,,5,5,5,3.0,3.0,2.0,,2,2,2,3,4,4,4,4,3.0,3.0,3,4.0,4.0,4,4,5,3,2,4,5,5,5,4,3.0,3.0,3.0,2.0,3.0,,4,4,3,3,4,5,67.86,54.75,83.33,35.0,25.0,62.5,76.01,82.5,63.94,81.11,1,0
954,Transformation Leader,Self-employed / Business owner,Government / Public Sector,Middle Manager,2 to 5 years,"1,001 to 10,000",Under 25,Male,"Yes, only once or twice",,"No, but it is rumoured / informally discussed","Yes, structured and ongoing training",13.2,5,4.0,3.0,1,4,2,5.0,3.0,Try to figure it out myself immediately,Lack of time,4,5,4,4.0,5.0,4,5,4,4.0,3.0,2.0,2.0,1,1,1,4,4,4,4,4,5.0,,5,5.0,4.0,4,5,4,2,2,4,2,3,3,4,2.0,2.0,3.0,2.0,4.0,3.0,4,5,5,5,5,4,82.14,75.0,83.33,10.0,25.0,93.75,76.9,67.5,83.96,92.15,1,0
955,Digital Resister,Full-time employed,Manufacturing,Individual Contributor,6 to 10 years,"1,001 to 10,000",35 to 44,Female,"Yes, only once or twice",Sometimes (2 to 3 times),"No, there is no visible AI strategy",Informal / self-directed learning only,3.0,1,2.0,2.0,3,4,5,1.0,2.0,Avoid using it for as long as possible,Fear of job loss,3,2,2,3.0,2.0,3,2,2,3.0,3.0,3.0,3.0,3,4,3,2,2,1,1,1,2.0,1.0,1,3.0,2.0,1,1,1,4,3,1,1,2,2,1,4.0,4.0,1.0,5.0,4.0,3.0,3,2,4,3,2,3,32.14,0.0,0.0,65.0,50.0,50.0,46.82,12.5,51.45,59.4,0,0
956,Digital Resister,Full-time employed,Banking & Financial Services,Team Lead / Supervisor,More than 15 years,"201 to 1,000",25 to 34,Male,"Yes, only once or twice",Sometimes (2 to 3 times),"No, there is no visible AI strategy",Informal / self-directed learning only,1.9,3,3.0,3.0,2,3,5,1.0,4.0,Raise a concern with my manager about the lack of preparation,Lack of time,2,2,2,3.0,3.0,1,1,1,3.0,2.0,,2.0,4,5,5,1,1,3,2,3,2.0,3.0,2,2.0,1.0,3,2,2,4,2,3,2,3,2,2,4.0,4.0,1.0,4.0,3.0,3.0,2,1,2,2,2,3,25.0,30.42,33.33,85.0,25.0,18.75,39.67,37.5,28.24,33.83,0,0
957,Change Fatigued,Full-time employed,IT / Technology,Team Lead / Supervisor,2 to 5 years,"1,001 to 10,000",35 to 44,Female,"Yes, only once or twice",Constantly (more than 6 times),"No, but it is rumoured / informally discussed",No training received,3.7,3,3.0,2.0,1,5,4,2.0,3.0,Ask a colleague for help before trying it,Fear of job loss,3,3,2,1.0,2.0,2,2,2,2.0,2.0,4.0,5.0,4,3,3,2,3,2,2,3,2.0,2.0,2,2.0,2.0,2,3,2,3,4,4,4,3,1,2,3.0,4.0,2.0,3.0,3.0,3.0,3,3,3,2,3,3,32.14,19.83,33.33,60.0,87.5,31.25,50.72,40.0,39.79,73.35,0,0
958,Cautious Pragmatist,Full-time employed,Retail & E-commerce,C-Suite / Executive,6 to 10 years,"More than 10,000",35 to 44,Prefer not to say,"Yes, occasionally",Rarely (once),"No, but it is rumoured / informally discussed","Yes, structured and ongoing training",3.6,2,3.0,2.0,3,4,2,5.0,1.0,Try to figure it out myself immediately,Lack of time,3,3,4,3.0,3.0,3,3,3,3.0,4.0,2.0,3.0,3,3,2,3,2,4,4,4,3.0,3.0,3,1.0,1.0,4,4,4,3,3,3,3,4,2,3,3.0,2.0,3.0,3.0,4.0,4.0,4,4,4,3,4,3,50.0,75.0,75.0,40.0,37.5,31.25,73.99,57.5,46.28,48.56,0,0
959,Cautious Pragmatist,Full-time employed,Insurance,Individual Contributor,Less than 2 years,"More than 10,000",25 to 34,Prefer not to say,"Yes, frequently",Sometimes (2 to 3 times),"Yes, but only in general terms","Yes, structured and ongoing training",2.4,4,2.0,3.0,1,3,5,4.0,2.0,Ask a colleague for help before trying it,Fear of job loss,3,3,3,2.0,4.0,3,3,2,4.0,3.0,3.0,3.0,2,2,2,2,2,4,3,3,3.0,3.0,3,,2.0,3,3,3,3,3,4,3,3,3,3,3.0,4.0,2.0,3.0,4.0,5.0,4,3,4,4,4,4,42.86,58.33,50.0,40.0,50.0,56.25,98.31,52.5,59.85,72.32,1,0
960,Cautious Pragmatist,Full-time employed,Government / Public Sector,Senior Manager / Director,,Fewer than 50,Under 25,Male,"Yes, only once or twice",Often (4 to 6 times),"Yes, but only in general terms","Yes, a one-time session or workshop",1.4,2,3.0,2.0,1,2,5,3.0,4.0,Ask a colleague for help before trying it,Lack of leadership support,3,3,4,3.0,4.0,3,4,3,5.0,5.0,3.0,3.0,2,2,2,3,2,3,3,2,2.0,2.0,2,3.0,4.0,3,4,4,4,3,3,3,3,3,3,3.0,3.0,3.0,5.0,4.0,4.0,2,2,3,4,3,4,53.57,36.04,66.67,35.0,50.0,62.5,33.64,52.5,56.52,52.89,1,0
961,Cautious Pragmatist,Full-time employed,Banking & Financial Services,Middle Manager,Less than 2 years,Fewer than 50,35 to 44,Male,"Yes, occasionally",Rarely (once),"No, but it is rumoured / informally discussed","Yes, a one-time session or workshop",1.5,3,4.0,4.0,1,2,4,5.0,3.0,Ask a colleague for help before trying it,Lack of training,3,4,3,4.0,4.0,4,4,4,3.0,4.0,2.0,3.0,3,4,3,4,4,3,4,3,3.0,2.0,3,3.0,3.0,4,2,3,3,3,3,3,3,3,3,4.0,3.0,5.0,2.0,4.0,4.0,3,4,4,3,4,4,67.86,50.46,50.0,60.0,37.5,56.25,83.33,50.0,53.49,99.49,1,0
962,Cautious Pragmatist,Full-time employed,IT / Technology,Team Lead / Supervisor,More than 15 years,"201 to 1,000",25 to 34,Male,"Yes, only once or twice",Sometimes (2 to 3 times),"No, but it is rumoured / informally discussed",Informal / self-directed learning only,3.4,4,3.0,3.0,1,3,2,5.0,4.0,Try to figure it out myself immediately,Poor infrastructure / tools,4,4,2,3.0,4.0,2,2,3,3.0,4.0,2.0,2.0,1,2,2,4,4,3,3,3,2.0,1.0,1,3.0,3.0,3,3,3,3,3,3,3,4,4,4,3.0,3.0,3.0,3.0,4.0,3.0,3,3,3,3,4,2,64.29,36.5,50.0,30.0,25.0,50.0,42.44,57.5,52.48,78.04,0,0
963,Transformation Leader,Full-time employed,IT / Technology,Senior Manager / Director,6 to 10 years,"1,001 to 10,000",35 to 44,Female,"Yes, only once or twice",,"Yes, clearly and in detail",Informal / self-directed learning only,19.0,4,4.0,4.0,2,4,3,5.0,1.0,Try to figure it out myself immediately,No real barrier / fully ready,5,5,5,4.0,4.0,4,4,3,3.0,3.0,2.0,2.0,2,3,3,5,4,3,4,3,4.0,4.0,4,2.0,3.0,3,3,3,2,2,4,3,3,5,5,2.0,2.0,4.0,2.0,3.0,2.0,4,5,4,4,4,4,89.29,42.58,50.0,35.0,25.0,56.25,54.68,67.5,58.58,39.36,1,0
964,Transformation Leader,Full-time employed,Healthcare,Middle Manager,11 to 15 years,"More than 10,000",Under 25,Female,"Yes, only once or twice",Never,"Yes, clearly and in detail","Yes, a one-time session or workshop",4.4,4,5.0,4.0,3,2,1,5.0,4.0,Avoid using it for as long as possible,Lack of time,4,4,4,4.0,4.0,4,4,4,3.0,4.0,2.0,1.0,3,2,3,4,3,3,2,3,4.0,4.0,4,3.0,3.0,4,5,4,2,2,4,5,4,5,4,1.0,1.0,4.0,1.0,5.0,4.0,5,5,4,5,5,5,71.43,36.04,83.33,25.0,12.5,68.75,64.48,82.5,71.11,68.95,1,0
965,Digital Resister,Full-time employed,Other,Team Lead / Supervisor,11 to 15 years,"1,001 to 10,000",25 to 34,Male,"No, never",Sometimes (2 to 3 times),"No, but it is rumoured / informally discussed",No training received,10.0,2,2.0,3.0,4,3,5,1.0,2.0,Avoid using it for as long as possible,Distrust of AI accuracy,2,2,2,2.0,1.0,2,1,1,3.0,3.0,3.0,3.0,4,4,5,1,1,2,1,2,2.0,2.0,2,3.0,2.0,2,2,2,4,3,1,1,1,2,3,4.0,5.0,3.0,3.0,3.0,3.0,2,3,1,2,2,1,14.29,9.92,25.0,85.0,50.0,25.0,0.0,22.5,42.92,34.37,0,0
966,Cautious Pragmatist,Full-time employed,Other,Individual Contributor,Less than 2 years,"1,001 to 10,000",35 to 44,Male,"Yes, occasionally",Often (4 to 6 times),"Yes, but only in general terms","Yes, a one-time session or workshop",3.3,3,3.0,4.0,2,4,1,5.0,3.0,Wait for formal instructions before using it,Poor infrastructure / tools,4,3,3,4.0,3.0,4,3,3,3.0,2.0,2.0,3.0,2,3,3,3,3,3,3,2,3.0,4.0,4,3.0,3.0,2,3,3,3,3,3,3,3,3,4,3.0,3.0,4.0,1.0,4.0,3.0,4,4,3,3,3,4,57.14,36.04,41.67,45.0,37.5,50.0,55.45,50.0,52.24,73.53,1,0
967,Digital Resister,Full-time employed,IT / Technology,Middle Manager,6 to 10 years,"1,001 to 10,000",55 and above,Male,"No, never",Sometimes (2 to 3 times),"Yes, but only in general terms",No training received,0.7,1,2.0,1.0,5,3,2,1.0,4.0,Wait for formal instructions before using it,Fear of job loss,2,2,2,3.0,2.0,3,3,2,1.0,1.0,2.0,3.0,5,3,4,2,2,3,4,3,2.0,1.0,2,2.0,2.0,1,2,2,5,5,2,2,3,1,1,3.0,3.0,3.0,5.0,1.0,1.0,2,1,3,3,2,2,28.57,34.71,16.67,65.0,37.5,37.5,9.82,15.0,20.52,33.3,0,0
968,Transformation Leader,Full-time employed,Retail & E-commerce,Middle Manager,More than 15 years,"201 to 1,000",55 and above,Male,"Yes, occasionally",Sometimes (2 to 3 times),"Yes, clearly and in detail",Informal / self-directed learning only,5.7,5,5.0,5.0,3,2,1,5.0,4.0,Try to figure it out myself immediately,No real barrier / fully ready,5,5,5,3.0,4.0,5,4,4,3.0,4.0,2.0,2.0,1,1,2,4,3,4,4,4,5.0,4.0,5,3.0,3.0,4,4,4,2,2,4,5,3,5,4,2.0,3.0,3.0,3.0,3.0,4.0,4,4,4,3,5,4,78.57,54.75,75.0,20.0,25.0,56.25,85.59,77.5,59.48,75.35,1,0
969,Cautious Pragmatist,Full-time employed,Government / Public Sector,C-Suite / Executive,11 to 15 years,"201 to 1,000",25 to 34,Male,"Yes, only once or twice",Rarely (once),"Yes, but only in general terms","Yes, structured and ongoing training",3.5,3,,3.0,1,2,4,3.0,5.0,Wait for formal instructions before using it,Lack of leadership support,3,3,3,2.0,3.0,4,4,4,5.0,4.0,3.0,2.0,2,2,1,3,3,5,5,4,3.0,3.0,3,4.0,3.0,2,3,3,2,3,3,3,3,2,3,3.0,3.0,4.0,3.0,3.0,2.0,4,5,4,3,4,3,46.43,91.67,41.67,30.0,37.5,62.5,32.94,47.5,52.76,65.31,1,0
970,Transformation Leader,Full-time employed,Consulting,Middle Manager,11 to 15 years,"1,001 to 10,000",35 to 44,Male,"Yes, frequently",Never,"Yes, clearly and in detail",Informal / self-directed learning only,,4,4.0,4.0,1,2,4,5.0,3.0,Try to figure it out myself immediately,No real barrier / fully ready,4,4,5,3.0,5.0,3,4,3,4.0,3.0,2.0,2.0,1,1,2,4,4,3,2,3,3.0,3.0,4,3.0,2.0,4,5,5,1,1,5,4,5,3,4,3.0,2.0,4.0,2.0,4.0,4.0,3,4,4,4,5,5,78.57,30.42,91.67,20.0,25.0,56.25,100.0,87.5,68.72,83.08,1,0
971,Transformation Leader,Full-time employed,Banking & Financial Services,C-Suite / Executive,6 to 10 years,"1,001 to 10,000",45 to 54,Female,"Yes, frequently",Often (4 to 6 times),"Yes, but only in general terms",Informal / self-directed learning only,8.8,4,5.0,4.0,2,3,1,5.0,4.0,Wait for formal instructions before using it,Distrust of AI accuracy,4,4,5,4.0,4.0,4,4,4,4.0,3.0,3.0,3.0,2,2,2,4,5,4,4,5,5.0,5.0,4,2.0,3.0,4,4,4,3,3,5,5,5,3,4,3.0,2.0,4.0,1.0,4.0,4.0,5,5,4,5,5,5,82.14,60.83,75.0,30.0,50.0,62.5,97.29,75.0,69.07,81.87,1,0
972,AI Champion,Full-time employed,Government / Public Sector,Team Lead / Supervisor,2 to 5 years,"201 to 1,000",25 to 34,Female,"Yes, occasionally",Never,"Yes, clearly and in detail","Yes, a one-time session or workshop",,4,5.0,4.0,3,4,1,5.0,2.0,Try to figure it out myself immediately,No real barrier / fully ready,4,5,5,4.0,4.0,4,4,4,,3.0,1.0,2.0,2,2,2,3,3,4,5,5,5.0,5.0,5,,,5,4,5,1,2,4,4,4,3,4,3.0,1.0,3.0,4.0,3.0,4.0,5,5,5,5,4,5,75.0,79.29,91.67,25.0,12.5,93.75,82.19,80.0,79.77,91.97,1,0
973,AI Champion,Full-time employed,Manufacturing,Team Lead / Supervisor,2 to 5 years,"201 to 1,000",45 to 54,Male,"Yes, occasionally",Never,"Yes, clearly and in detail","Yes, a one-time session or workshop",42.3,4,3.0,5.0,3,4,1,5.0,2.0,Try to figure it out myself immediately,Lack of training,5,5,4,4.0,5.0,4,4,4,4.0,4.0,1.0,1.0,1,1,1,4,4,3,3,3,,5.0,5,3.0,5.0,4,4,4,1,1,5,4,4,5,5,2.0,2.0,4.0,2.0,4.0,5.0,3,3,4,5,5,5,85.71,43.25,75.0,10.0,0.0,81.25,76.19,87.5,86.41,46.91,1,0
974,Digital Resister,Full-time employed,IT / Technology,Middle Manager,Less than 2 years,Fewer than 50,25 to 34,Male,"No, never",Sometimes (2 to 3 times),"Yes, but only in general terms",Informal / self-directed learning only,0.9,1,2.0,2.0,3,2,4,1.0,5.0,Avoid using it for as long as possible,,2,3,3,2.0,3.0,3,3,2,3.0,3.0,4.0,4.0,5,5,4,1,2,1,2,2,4.0,2.0,2,3.0,3.0,2,2,2,4,5,1,1,1,2,2,3.0,3.0,2.0,4.0,3.0,2.0,2,2,2,1,2,1,32.14,12.17,25.0,75.0,75.0,31.25,2.27,15.0,27.88,42.02,0,0
975,Cautious Pragmatist,Full-time employed,Banking & Financial Services,Senior Manager / Director,6 to 10 years,Fewer than 50,55 and above,Male,"Yes, frequently",Sometimes (2 to 3 times),"No, but it is rumoured / informally discussed",Informal / self-directed learning only,2.2,2,3.0,3.0,3,2,4,5.0,1.0,Try to figure it out myself immediately,Lack of time,4,4,3,2.0,3.0,2,2,2,3.0,3.0,3.0,3.0,3,3,3,3,2,3,3,4,4.0,4.0,5,,3.0,3,3,2,2,1,2,2,2,2,3,4.0,3.0,4.0,3.0,3.0,2.0,4,3,3,4,3,3,50.0,42.58,41.67,55.0,50.0,56.25,41.56,45.0,45.87,26.68,0,0
976,Cautious Pragmatist,Full-time employed,Education,Team Lead / Supervisor,2 to 5 years,Fewer than 50,35 to 44,Female,"Yes, frequently",Sometimes (2 to 3 times),"No, but it is rumoured / informally discussed",Informal / self-directed learning only,5.0,3,2.0,4.0,1,4,3,5.0,2.0,Wait for formal instructions before using it,Lack of training,4,4,3,1.0,3.0,4,4,4,3.0,4.0,3.0,3.0,3,3,3,3,3,3,2,2,2.0,3.0,3,2.0,2.0,3,3,3,2,3,3,3,3,4,4,,3.0,2.0,3.0,3.0,3.0,2,2,3,2,3,4,50.0,24.33,50.0,50.0,50.0,31.25,61.67,57.5,41.93,69.07,0,0
977,Cautious Pragmatist,Full-time employed,Government / Public Sector,Individual Contributor,,"1,001 to 10,000",35 to 44,Male,"Yes, only once or twice",Sometimes (2 to 3 times),"Yes, but only in general terms","Yes, structured and ongoing training",7.0,3,3.0,4.0,1,3,4,5.0,2.0,Avoid using it for as long as possible,Poor infrastructure / tools,4,3,3,3.0,3.0,4,4,4,4.0,3.0,2.0,2.0,4,2,3,2,2,3,3,3,4.0,4.0,4,4.0,4.0,3,3,4,3,4,3,2,3,5,4,3.0,4.0,3.0,3.0,3.0,4.0,4,4,4,4,4,3,46.43,50.0,58.33,55.0,25.0,75.0,58.41,55.0,70.9,59.74,1,0
978,Cautious Pragmatist,Full-time employed,Government / Public Sector,Team Lead / Supervisor,Less than 2 years,"201 to 1,000",35 to 44,Male,"No, never",,"No, but it is rumoured / informally discussed",No training received,6.9,4,3.0,3.0,1,3,5,4.0,2.0,Wait for formal instructions before using it,Lack of time,3,2,3,4.0,3.0,3,3,4,3.0,4.0,1.0,2.0,3,3,3,3,4,2,1,1,3.0,3.0,3,3.0,3.0,3,4,3,2,2,4,4,4,3,4,2.0,2.0,3.0,3.0,4.0,4.0,3,4,3,3,3,4,53.57,4.96,58.33,40.0,12.5,50.0,41.44,67.5,60.78,49.02,1,0
979,Cautious Pragmatist,Full-time employed,Insurance,Middle Manager,More than 15 years,"More than 10,000",45 to 54,Female,"Yes, occasionally",Sometimes (2 to 3 times),"Yes, but only in general terms",No training received,1.2,2,2.0,3.0,2,5,3,4.0,1.0,Raise a concern with my manager about the lack of preparation,Poor infrastructure / tools,5,5,5,3.0,3.0,2,3,2,3.0,4.0,2.0,2.0,3,4,3,3,3,3,3,3,3.0,3.0,3,3.0,3.0,2,2,1,3,2,3,3,3,4,3,4.0,2.0,3.0,3.0,3.0,3.0,3,4,3,3,4,3,71.43,29.75,16.67,55.0,25.0,50.0,29.53,45.0,42.45,59.92,0,0
980,Transformation Leader,Full-time employed,Banking & Financial Services,Middle Manager,2 to 5 years,Fewer than 50,25 to 34,Male,"Yes, occasionally",Rarely (once),"Yes, clearly and in detail","Yes, a one-time session or workshop",23.5,4,5.0,4.0,1,4,3,5.0,2.0,Try to figure it out myself immediately,Lack of training,5,4,4,5.0,4.0,3,3,3,4.0,,1.0,3.0,2,2,2,4,3,3,4,4,4.0,5.0,4,4.0,4.0,4,3,4,2,2,4,4,4,3,4,3.0,2.0,4.0,3.0,5.0,4.0,4,5,4,4,5,4,78.57,57.67,66.67,30.0,25.0,75.0,75.71,70.0,82.42,62.22,1,0
981,Digital Resister,Full-time employed,Insurance,Middle Manager,6 to 10 years,"More than 10,000",25 to 34,Female,"No, never",Often (4 to 6 times),"Yes, but only in general terms","Yes, a one-time session or workshop",0.7,1,3.0,4.0,3,4,5,1.0,2.0,Avoid using it for as long as possible,Lack of leadership support,2,1,1,1.0,1.0,3,3,2,3.0,3.0,3.0,3.0,4,4,4,2,2,3,2,1,1.0,1.0,1,2.0,2.0,2,2,2,3,3,1,1,2,4,3,4.0,5.0,2.0,5.0,2.0,1.0,2,2,1,2,2,3,10.71,21.62,25.0,80.0,50.0,18.75,13.39,32.5,13.85,10.34,0,0
982,Change Fatigued,Self-employed / Business owner,IT / Technology,Team Lead / Supervisor,2 to 5 years,"201 to 1,000",35 to 44,Female,"Yes, only once or twice",Constantly (more than 6 times),"No, there is no visible AI strategy",Informal / self-directed learning only,3.0,3,2.0,2.0,1,5,4,3.0,2.0,Ask a colleague for help before trying it,Lack of leadership support,3,2,2,3.0,3.0,3,2,3,2.0,3.0,5.0,4.0,3,2,3,2,2,2,2,2,3.0,2.0,3,1.0,1.0,3,2,3,3,4,3,2,2,2,2,3.0,3.0,3.0,3.0,3.0,3.0,3,2,3,3,3,3,35.71,18.25,41.67,45.0,87.5,25.0,47.91,35.0,34.78,19.27,0,0
983,Change Fatigued,Part-time employed,IT / Technology,Individual Contributor,2 to 5 years,"1,001 to 10,000",55 and above,Male,"Yes, occasionally",Constantly (more than 6 times),"Yes, but only in general terms","Yes, a one-time session or workshop",2.7,4,2.0,3.0,1,5,2,3.0,4.0,Avoid using it for as long as possible,Lack of leadership support,3,3,2,3.0,3.0,1,2,1,2.0,1.0,5.0,5.0,3,3,3,2,3,3,3,3,1.0,2.0,2,,3.0,3,3,2,3,2,3,4,5,2,2,4.0,3.0,2.0,4.0,3.0,3.0,2,2,3,2,4,4,42.86,43.25,41.67,55.0,100.0,43.75,84.66,52.5,44.06,37.4,0,0
984,Cautious Pragmatist,Currently a student with prior work experience,Manufacturing,Middle Manager,11 to 15 years,50 to 200,55 and above,Male,"Yes, occasionally",Constantly (more than 6 times),"Yes, clearly and in detail","Yes, a one-time session or workshop",5.4,3,3.0,3.0,1,2,5,4.0,3.0,Ask a colleague for help before trying it,Poor infrastructure / tools,4,4,4,3.0,2.0,3,3,4,2.0,3.0,3.0,3.0,3,2,3,3,3,4,4,3,2.0,2.0,2,3.0,4.0,2,2,3,3,3,3,3,3,3,3,3.0,3.0,1.0,3.0,3.0,2.0,2,3,3,3,4,2,57.14,57.67,33.33,45.0,50.0,56.25,62.29,45.0,52.47,56.63,0,0
985,Transformation Leader,Part-time employed,Other,Team Lead / Supervisor,2 to 5 years,"201 to 1,000",Under 25,Female,"Yes, occasionally",Rarely (once),"Yes, clearly and in detail","Yes, structured and ongoing training",7.1,3,4.0,3.0,2,3,1,5.0,4.0,Try to figure it out myself immediately,Lack of time,4,4,4,4.0,3.0,3,5,4,4.0,3.0,4.0,3.0,1,2,1,3,3,2,3,3,4.0,4.0,4,3.0,3.0,2,3,2,1,2,4,5,5,4,4,3.0,3.0,3.0,3.0,2.0,3.0,4,5,3,3,4,5,64.29,41.67,33.33,25.0,62.5,50.0,62.6,70.0,51.03,81.42,0,0
986,Digital Resister,Full-time employed,IT / Technology,Team Lead / Supervisor,2 to 5 years,50 to 200,Under 25,Male,"Yes, only once or twice",Constantly (more than 6 times),"Yes, but only in general terms",No training received,2.9,2,1.0,3.0,2,5,4,1.0,3.0,,Distrust of AI accuracy,2,2,3,1.0,2.0,2,3,2,3.0,1.0,4.0,4.0,5,5,4,2,1,1,2,2,2.0,2.0,2,2.0,2.0,1,2,1,5,5,2,1,1,2,2,3.0,3.0,3.0,3.0,3.0,,1,1,3,5,2,5,21.43,9.92,8.33,75.0,75.0,50.0,0.0,10.0,47.88,27.19,0,1
987,Cautious Pragmatist,Full-time employed,Insurance,Senior Manager / Director,11 to 15 years,"201 to 1,000",45 to 54,Male,"Yes, occasionally",Sometimes (2 to 3 times),"Yes, but only in general terms",Informal / self-directed learning only,3.7,3,4.0,2.0,1,5,2,4.0,3.0,Raise a concern with my manager about the lack of preparation,Lack of time,3,3,3,,3.0,4,4,3,4.0,3.0,3.0,3.0,3,3,2,4,4,3,3,2,3.0,3.0,2,2.0,3.0,3,3,4,2,3,4,3,3,2,2,3.0,3.0,3.0,4.0,2.0,3.0,3,3,3,3,4,3,57.14,30.42,58.33,45.0,50.0,43.75,48.28,52.5,43.12,70.11,1,0
988,AI Champion,Full-time employed,Insurance,Team Lead / Supervisor,2 to 5 years,"201 to 1,000",35 to 44,Female,"Yes, frequently",Rarely (once),"Yes, but only in general terms","Yes, a one-time session or workshop",33.5,4,4.0,4.0,3,5,1,4.0,2.0,Ask a colleague for help before trying it,Lack of time,4,5,5,3.0,4.0,3,4,4,5.0,4.0,3.0,3.0,1,1,1,4,5,4,4,3,5.0,4.0,5,4.0,4.0,3,3,3,1,1,5,4,5,5,5,1.0,1.0,4.0,2.0,5.0,5.0,5,5,4,5,5,4,82.14,57.67,50.0,0.0,50.0,81.25,59.32,82.5,89.63,85.91,1,0
989,Cautious Pragmatist,Not currently employed,Retail & E-commerce,Team Lead / Supervisor,6 to 10 years,"201 to 1,000",35 to 44,Female,"Yes, frequently",Sometimes (2 to 3 times),"No, but it is rumoured / informally discussed",Informal / self-directed learning only,1.8,3,3.0,3.0,3,4,2,5.0,1.0,Wait for formal instructions before using it,Lack of time,3,3,3,4.0,3.0,2,3,3,4.0,4.0,4.0,3.0,1,2,3,3,3,3,3,3,4.0,3.0,3,3.0,2.0,2,2,2,3,3,3,3,3,2,2,3.0,2.0,3.0,3.0,3.0,4.0,4,4,3,3,4,4,53.57,36.5,25.0,30.0,62.5,43.75,78.19,37.5,44.51,56.79,1,0
990,Change Fatigued,Full-time employed,Healthcare,Individual Contributor,11 to 15 years,"More than 10,000",35 to 44,Female,"Yes, only once or twice",Constantly (more than 6 times),"No, there is no visible AI strategy",No training received,6.4,2,2.0,3.0,1,2,3,5.0,4.0,Wait for formal instructions before using it,Lack of leadership support,2,2,3,2.0,2.0,3,3,3,3.0,4.0,4.0,5.0,4,4,4,3,3,3,3,2,2.0,2.0,1,3.0,2.0,2,2,1,3,4,4,4,4,3,3,3.0,3.0,3.0,2.0,2.0,3.0,3,4,3,3,3,3,35.71,24.79,16.67,65.0,87.5,43.75,23.39,45.0,47.01,53.47,0,0
